organisationunitid,uid,mflcode,facility,level,ward_uid,ward,subcounty_uid,subcounty,county_uid,county
49677160,Ldjc05PVK2m,22965,Bristol Park Hospital (Machakos),5,bSXsHJ4bnCw,Machakos Central Ward,KXc4ez8OAFz,Machakos Sub County,yhCUgGcCcOo,Machakos County
49686729,B0KOi4no3Iy,22641,Keringet Nursing Home LTD,5,ZSBD8btR2UC,Keringet Ward,QwGkDS0DNls,Kuresoi South Sub County,ob6SxuRcqU4,Nakuru County
77949793,kLCuDrfZ7sM,24643,Saljohns Medical Clinic,5,BA2zKL0pmeI,Biashara Ward,FBJ9Y11esHS,Nakuru East Sub County,ob6SxuRcqU4,Nakuru County
77984522,ODj9KJDvc5X,24645,Stirling Health Care Consultants Nakuru,5,BA2zKL0pmeI,Biashara Ward,FBJ9Y11esHS,Nakuru East Sub County,ob6SxuRcqU4,Nakuru County
78007847,pLO1y41ssXb,25249,Mt.Elgon Endoscopy Centre-Kiambu,5,byxif4bfwvo,Township Ward,SBz4c48i24Y,Kiambu Town Sub County,qKzosKQPl6G,Kiambu County
78008674,izw0jSGbaxb,23201,Haven Hospital,5,EmooFdjzKlm,North Sakwa Ward,JNvqpOnKfGR,Bondo Sub County,u4t9H8XyU9P,Siaya County
78029384,eazkHnm74At,21935,Sheywe Dispensary,5,pCenQt4VPGz,Shirungu-mugai Ward,ES1CWa4AJmJ,Malava Sub County,BjC1xL40gHo,Kakamega County
78079145,MIcpgMEIXom,25734,Hapsa Medical Center,5,E8dTFNJYgtl,Kabare Ward,yOaHQLOLd1H,Kirinyaga East Sub County,Ulj33KBau7V,Kirinyaga County
78079181,FBlaYdgum3y,25735,Upland Health Care Center,5,pToDCseGSVa,Kerugoya Ward,JKNaaTjVapG,Kirinyaga Central Sub County,Ulj33KBau7V,Kirinyaga County
78079225,fqg0KCOviAb,25736,Kagumo Vision Medical Centre-Annex,5,xFI9cbIii9H,Mutira Ward,JKNaaTjVapG,Kirinyaga Central Sub County,Ulj33KBau7V,Kirinyaga County
78079284,mrrkBbBnDAW,25737,Elfem Medical Clinic,5,WtvrxP6Ra8K,Kanyekini Ward,JKNaaTjVapG,Kirinyaga Central Sub County,Ulj33KBau7V,Kirinyaga County
78079294,i1OiEsG9soh,25738,Elfem Medical Clinic,5,WtvrxP6Ra8K,Kanyekini Ward,JKNaaTjVapG,Kirinyaga Central Sub County,Ulj33KBau7V,Kirinyaga County
78100908,jTS3GmU7VSq,25739,Linda Jamii Healthcare LTD,5,fpnhZCEZEGQ,Central Alego Ward,Cu46otDi1RO,Alego Usonga Sub County,u4t9H8XyU9P,Siaya County
49672742,piVDFZcAwUn,23228,Quality Modern Hospital,5,sJ50zpy9iBV,Menengai Ward,FBJ9Y11esHS,Nakuru East Sub County,ob6SxuRcqU4,Nakuru County
78078874,g9nYJOJFFJ4,25733,Charis Medical Centre,5,K3uHCihezz7,Mutithi Ward,f6EOn3xI9YH,Kirinyaga North/Mwea West Sub County,Ulj33KBau7V,Kirinyaga County
78130239,xmNbryAVmgb,25742,Pefa Mercy Mission Medical Centre,5,BBQbdCSiXdl,Magumu Ward,RAnL5kBKMIt,Kinangop Sub County,mYZacFNIB3h,Nyandarua County
51282641,G52sZ1jhmB1,23352,Tangi Tano Dispensary,5,RSps1nz09HH,Elementaita Ward,hBU8B1KI12P,Gilgil Sub County,ob6SxuRcqU4,Nakuru County
78130310,ypnyV0547NF,25743,Nkomaru Dispensary,5,IcAegRcGuV6,Marimanti Ward,Yz1V5Cx8CO2,Tharaka South Sub County,T4urHM47nlm,Tharaka Nithi County
78148472,OzmgYOzluXL,18940,Eshibimbi Health Centre,5,CcUrOE5FsJW,Marama North Ward,K7mZpm8COh7,Butere Sub County,BjC1xL40gHo,Kakamega County
23069,xhq7LU5E9tw,13334,Elnoor Dispensary,5,CisxX3iXbp9,Elnur/Tula Tula Ward,x6Z1sBeiyqQ,Eldas Sub County,CeLsrJOH0g9,Wajir County
49939881,capQ2Pi076T,19055,Melchizedek Medical Clinic(Ngong),5,nioMzFVoQ7l,Ngong Ward,BLz1HkvvMkA,Kajiado North Sub County,Hsk1YV8kHkT,Kajiado County
78150649,I1ZRMUKkjwQ,25117,Kases Dispensary,5,Yvjwozdmf1M,Kiwawa Ward,YXpHG1Ez8V2,Pokot North Sub County,XWALbfAPa6n,West Pokot County
50349543,Ua5CdXQtS2A,22683,Patience CFW Clinic,5,QpKvk4GkYRI,Kagaari South Ward,kMSLkN4nsRl,Runyenjes Sub County,PFu8alU2KWG,Embu County
50465234,NV9rkPWp6Hh,22370,Musyi Medical Clinic,5,LFDB6rHVYOg,Makutano/Mwala Ward,fYYivceocJ2,Mwala Sub County,yhCUgGcCcOo,Machakos County
50530438,W4dQ00s1o7c,23291,Sky Medical Center,5,JoGNwQRLIWT,Rumuruti Township Ward,pXbWrnFPpKb,Laikipia West Sub County,xuFdFy6t9AH,Laikipia County
50554607,SKHlaZMNXgo,22681,Tumaini CFW Clinic,5,QpKvk4GkYRI,Kagaari South Ward,kMSLkN4nsRl,Runyenjes Sub County,PFu8alU2KWG,Embu County
50609480,yPAr521JNFA,23258,Nakuru Conventional Medical Clinic,5,lTh2MSvx02l,Shaabab Ward,KTayLusaU5I,Nakuru West Sub County,ob6SxuRcqU4,Nakuru County
51037154,bzgXnOms9KP,23030,Zombe Sub County Hospital,5,fgZAe9zffHF,Zombe/Mwitika Ward,d0Gu8FrRM0Y,Kitui East Sub County,j8o6iO4Njsi,Kitui County
51037683,PUfsz7GM378,23000,Pemba Medicare Kangeta,5,cN3gQ1BXbVr,Kangeta Ward,TPfcUHno8oP,Igembe Central Sub County,Y52XNJ50hYb,Meru County
51127750,tyYhImAxDqw,22761,Musenke Dispensary,5,bSdHZBeB5bQ,Magadi Ward,wYsCfCAUWNB,Kajiado West Sub County,Hsk1YV8kHkT,Kajiado County
51132053,CjFtrjWKuOg,22612,Matasia Health Centre,5,RHwexebB7PD,Olkeri Ward,BLz1HkvvMkA,Kajiado North Sub County,Hsk1YV8kHkT,Kajiado County
51134520,agLm1eX0GaZ,20580,National Virology Reference Lab,5,Smgomyf1mXV,Woodley/Kenyatta Golf Course Ward,LO5he3DtiFG,Kibra Sub County,jkG3zaihdSs,Nairobi County
78148542,ARESw4W0mT3,25744,Bomani Hospital,5,f2pOlRPY9gE,Riana Ward,zCCIu1Vi3Wh,Bonchari Sub County,sPkRcDvhGWA,Kisii County
51605423,TjgbEQPsEGS,20808,Kathamboni Dispensary,5,uBWnkt16xIs,Kathonzweni Ward,AIGIQpolMRn,Makueni Sub County,BoDytkJQ4Qi,Makueni County
78165298,TPYLQkdRv7K,25752,Kichawa Health Center,5,LX2KPfCBef4,Kanyaluo Ward,fmsyW02tPng,Rachuonyo North  Sub County,nK0A12Q7MvS,Homa Bay County
51607003,YQo9ZhzxyHa,22518,Maili Tisa Dispensary,5,PPE8hAClees,Matapato South Ward,SZapM1R0Kti,Kajiado Central Sub County,Hsk1YV8kHkT,Kajiado County
78176715,GlCcxsh0noV,24766,PremierCare Diagnostics Loitokitok,5,aLPl4YD1hzh,Kuku Ward,eyADpAXM834,Loitokitok Sub County,Hsk1YV8kHkT,Kajiado County
78182119,KpY9cUCEubs,25753,Al-Zak Medical Clinic,5,sHr1V63b6gP,Junda Ward,C1hO6wNOgrH,Kisauni Sub County,wsBsC6gjHvn,Mombasa County
78185375,Gm748W5l33l,25759,Nyamogo Health Center,5,Fsxrjp3QlVa,Kwabwai Ward,i2Y2fyNoFyZ,Ndhiwa Sub County,nK0A12Q7MvS,Homa Bay County
78184693,X6QrjK7E9GW,25757,Kwa Ngethe Priority Medical Care,5,fxLikKorklY,Theta Ward,aiqi2bz0IMI,Juja Sub County,qKzosKQPl6G,Kiambu County
78184697,P8vl0dBa1qN,25758,Impact Health Solutions,5,WsPnZQHN2CZ,Juja Ward,aiqi2bz0IMI,Juja Sub County,qKzosKQPl6G,Kiambu County
78209196,YYKCZyveELn,25760,Nomad Medical Centre,5,PVB8iZMsHnd,Marsabit Central Ward,WILszL634oZ,Saku Sub County,Eey8fT4Im3y,Marsabit County
78209317,vm3AUXjM1CA,25762,HUSSEIN TAROLE MEDICAL CLINIC,5,onY1jZ8tPTG,Cherab Ward,NrGORu301bx,Merti Sub County,bzOfj0iwfDH,Isiolo County
78209366,pHw3J26tCvv,25763,GOTU DISPENSARY ISIOLO,5,GHmkA5jGVqQ,Ngare Mara Ward,I2LYLqKU6AW,Isiolo Sub County,bzOfj0iwfDH,Isiolo County
78276961,JK63uCrwoep,25764,Aga khan Hospital-Bamburi,5,ZvkGsTVOoog,Shanzu Ward,C1hO6wNOgrH,Kisauni Sub County,wsBsC6gjHvn,Mombasa County
78278506,Pao59ETvI1x,25765,St Angela Medical Clinic,5,D8f8vrysA4J,Kimorori/Wempa Ward,l46g2PZUjoh,Muranga South Sub County,ahwTMNAJvrL,Muranga County
78278821,C9wbjhjCBuo,25769,Consolata Mathari Cathedral Annex,5,At5MPktCh4M,Rware Ward,GXnD5lHeanK,Nyeri Central Sub County,ptWVfaCIdVx,Nyeri County
78284081,XeaXctQcNwN,25773,Equity Afia Medical Centre,5,BA2zKL0pmeI,Biashara Ward,FBJ9Y11esHS,Nakuru East Sub County,ob6SxuRcqU4,Nakuru County
78287725,iP51cU5I5TK,25774,Rose care Medical Clinic,5,FsRuO9llshq,Gakawa Ward,YXt5ETQPRlB,Kieni East Sub County,ptWVfaCIdVx,Nyeri County
78337046,r4Ok3deg5Tt,25775,Rajab Nursing Home,5,AEMY7F8XyZT,Elwak South Ward,qyhVIMG2rUw,Mandera South Sub County,R6f9znhg37c,Mandera County
78495665,ssVO2bxvHtv,25776,AGC Ngoron dispensary,5,HTbw8gm6kms,Tirioko Ward,Mk4bMOSMRTB,Tiaty West Sub County,vvOK1BxTbet,Baringo County
78502178,BmowZNhdIKM,25778,Iresuki Dispensary,5,h0htcHoe6tJ,Elwak North Ward,qyhVIMG2rUw,Mandera South Sub County,R6f9znhg37c,Mandera County
78503430,esvf6MAt1HU,25782,Rafiki Medical Clinic Sega,5,quAHj7k172D,North Ugenya Ward,InECuIlzJGx,Ugenya Sub County,u4t9H8XyU9P,Siaya County
78505575,fw0sMEd371V,25101,Nyonjoro Dispensary,5,uojD9lkbubw,Lanet/Umoja Ward,nwh9bXKykiS,Nakuru North Sub County,ob6SxuRcqU4,Nakuru County
78505774,SucdN8MB7lt,23516,Sagitian Medical Clinic,5,bVD6U8Bf6As,Marigat Ward,dSLnPmNlm8Q,Marigat Sub County,vvOK1BxTbet,Baringo County
78505826,sXD6Jz45kgd,25037,Arus Dispensary,5,qjDeBQFEB19,Solai Ward,OK0hW8DFHq3,Rongai Sub County,ob6SxuRcqU4,Nakuru County
78506111,tB7v3htxJnY,23817,Shamone Uzima Clinic and Pharmacy,5,RLv6Wg2Eo8m,Soin Ward,OK0hW8DFHq3,Rongai Sub County,ob6SxuRcqU4,Nakuru County
78506379,bEPaMvqNFXu,23254,Medilink plus clinic- Rongai Nakuru,5,bKCcKfnNznJ,Visoi Ward,OK0hW8DFHq3,Rongai Sub County,ob6SxuRcqU4,Nakuru County
52092069,GqV92emjJFN,18688,Menengai Crater Dispensary,5,wgKfulEq1ZH,Kiamaina Ward,nwh9bXKykiS,Nakuru North Sub County,ob6SxuRcqU4,Nakuru County
52096367,gnTcwJzRHwc,23474,Kiarene Dispensary,5,AzpgHxbLVoh,Igoji East Ward,AFIlzKNxXST,Imenti South Sub County,Y52XNJ50hYb,Meru County
52336552,PnC5nabirX4,23119,Mucuune Dispensary,5,bYsajNCrCgY,Akithii Ward,Q4xAPhWUnYC,Tigania West Sub County,Y52XNJ50hYb,Meru County
52351013,wd0jkBwXMKa,23496,Ninelle Health Care Mjini Clinic (machakos),5,bSXsHJ4bnCw,Machakos Central Ward,KXc4ez8OAFz,Machakos Sub County,yhCUgGcCcOo,Machakos County
78506549,VPdkcvlEiGL,25147,Bridgids Medical Services,5,eQNgjFoG2ct,Rhoda Ward,KTayLusaU5I,Nakuru West Sub County,ob6SxuRcqU4,Nakuru County
78509123,rjflsxNha6q,25786,Malvik Medical Center,5,GjGpfHjSGbO,Kirimari Ward,IPOMRXiYjxr,Manyatta Sub County,PFu8alU2KWG,Embu County
78509170,cPD1u4sMHb6,25787,CFW Kithimu Clinic,5,lMTHF7AFCSP,Kithimu Ward,IPOMRXiYjxr,Manyatta Sub County,PFu8alU2KWG,Embu County
78510370,tO4Nqu5l0mC,25789,Tanapoint,5,Fuc7wSQ4gkN,Chewani Ward,A4SNYCxrrnv,Galole Sub County,JsH2bnvNt2d,Tana River County
78511028,Aib4dqBNwp9,25812,Shamata Community Medical Centre,5,KoIp1GKz0UI,Mwiki Ward,TPRNJqSm4lK,Ruiru Sub County,qKzosKQPl6G,Kiambu County
78510384,BjxRHwUSypS,25791,Jakaba Medical Clinic (Maryango),5,BE24fZlEXxt,Bamba Ward,x7qUMtZZvo9,Ganze Sub County,nrI2khZx3d0,Kilifi County
78516709,coQR90nETZU,20490,Glory Medical Clinic,5,q6DoWWo1dCR,Kaptembwo Ward,KTayLusaU5I,Nakuru West Sub County,ob6SxuRcqU4,Nakuru County
78510496,pD23hYHYeXt,25794,Derose Healthcare,5,Cqn7anNruE5,Kalimoni Ward,aiqi2bz0IMI,Juja Sub County,qKzosKQPl6G,Kiambu County
78510512,JJvrD71toNi,25795,Medi-hub Healthcare Ltd -Juja,5,Cqn7anNruE5,Kalimoni Ward,aiqi2bz0IMI,Juja Sub County,qKzosKQPl6G,Kiambu County
78510544,NXKMdWw5tu7,25797,Scharts Medical Center,5,HLbG24kuSHF,Tsimba Golini Ward,wUNEDOnx9uB,Matuga Sub County,N7YETT3A9r1,Kwale County
78510557,fBupiFBzkKZ,25798,Taji Family Medical Center,5,byxif4bfwvo,Township Ward,SBz4c48i24Y,Kiambu Town Sub County,qKzosKQPl6G,Kiambu County
78510619,c1BcZQXbfJr,25800,Odyssey opticians and Eye Clinic LTD,5,DpYpJ6E1vRc,Nanyuki Ward,pF6qPMIlHte,Laikipia East Sub County,xuFdFy6t9AH,Laikipia County
78510628,wP62wKmuZjz,25802,Athichem Modern Medical Centre,5,CYAMnUYLITU,Athi River Ward,BxfsSc6Svrc,Athi River Sub County,yhCUgGcCcOo,Machakos County
78510991,i6zEUMOjuxX,25808,Delam Medical Clinic,5,COrVDPRzUZp,Kinanie Ward,BxfsSc6Svrc,Athi River Sub County,yhCUgGcCcOo,Machakos County
78511045,EoJgnffHJZp,25813,Maskan Medical Centre,5,B1GDVDYIGwK,Gatongora Ward,TPRNJqSm4lK,Ruiru Sub County,qKzosKQPl6G,Kiambu County
78511164,UIPMBqFtnjJ,25818,Ntalabany Dispensary,5,qZ5JBQj1DxJ,Mugogodo East Ward,RJyUfi5BQUm,Laikipia North Sub County,xuFdFy6t9AH,Laikipia County
78511197,jTp2KxfgzIV,25822,ST Rhaphael Medical Centre,5,w3MNsmpJJHX,Kahawa Wendani Ward,TPRNJqSm4lK,Ruiru Sub County,qKzosKQPl6G,Kiambu County
78510440,A6l1nYkwIrM,25793,Tawa Health(Naivasha),5,quIiSx3L8OJ,Viwandani Ward,yZJJPoSGhY6,Naivasha Sub County,ob6SxuRcqU4,Nakuru County
45425,R41QQ3YpoYu,12185,Kanyuambora Dispensary,5,LlyKi6c8KbT,Evurore Ward,eYBXetGx8xF,Mbeere North Sub County,PFu8alU2KWG,Embu County
52456706,kUggeVbNkJR,23232,Thika Annanas Medicross clinic,5,A7a1GZJvTGD,Kamenu Ward,YZAZ1a9MIvX,Thika Town Sub County,qKzosKQPl6G,Kiambu County
53181484,mvzVhIZFzBC,20917,Gracious Day Medical Centre(Tala),5,fEYm1lDe2ES,Tala Ward,GnixPSqaV6D,Matungulu Sub County,yhCUgGcCcOo,Machakos County
78800806,LPTDwZckT6Q,25570,Mwele Medical Clinic,5,wgKfulEq1ZH,Kiamaina Ward,nwh9bXKykiS,Nakuru North Sub County,ob6SxuRcqU4,Nakuru County
53321091,dUhQCoXED9R,23508,City Health Limited,5,KJHG9zDp2UR,Nairobi Central Ward,nKHlZyN0lt9,Starehe Sub County,jkG3zaihdSs,Nairobi County
78544264,aVjh2fEpWnC,25828,Pala community Medical Clinic,5,bR7hQLC29rl,North Karachuonyo Ward,fmsyW02tPng,Rachuonyo North  Sub County,nK0A12Q7MvS,Homa Bay County
78552711,YERgVYjqwYh,25830,Bachile Dispensary,5,cnOOaygI2G3,Takaba Ward,H5RvDZkoDJL,Mandera West Sub County,R6f9znhg37c,Mandera County
78614756,wlikHIimMVD,25835,Aego Sagenya Dispensary,5,edSLoK3sx6W,Kaler Ward,D2lsuEzZAJP,Nyatike Sub County,fVra3Pwta0Q,Migori County
78661737,Zs4BtonQdY9,25849,Kijanaheri Medical Clinic,5,EO3kbx8nZIp,Adu Ward,KMWrMZrlO5u,Magarini Sub County,nrI2khZx3d0,Kilifi County
78670931,Ou4JZb9y2Gq,25870,Bethsaida Eye Centre,5,NAWbghvoSOZ,Bidii Ward,ABy8CNqf2e7,Kwanza Sub County,mThvosEflAU,Trans Nzoia County
78692084,iPOx5SO5F1t,25161,Blossomvale Hope Nursing Home,5,SmXNTLIxvM0,Sensi Ward,cQkF9l9wePP,Kitutu Chache North Sub County,sPkRcDvhGWA,Kisii County
78693654,dsmaO0dvZAM,25918,Unity Point Health Care,5,xyzeTkTa8o7,Kajulu Ward,PRpKwAloU5b,Kisumu East Sub County,tAbBVBbueqD,Kisumu County
78693701,sI2iRksbTVl,24927,Sismexy Diagnostic and Medical Centre,5,PwxIcksWPYQ,Monyerero Ward,cQkF9l9wePP,Kitutu Chache North Sub County,sPkRcDvhGWA,Kisii County
78703637,qrkyviuN483,25896,Muntasir Nursing Home,5,SjGfdtwQbHd,Township Ward,uov0yFMw9Qm,Wajir East Sub County,CeLsrJOH0g9,Wajir County
78587514,NmyQ8MdVjQY,25833,Eshinamwenyuli Health Centre,5,p8bUOZBUz0i,Marama Central Ward,K7mZpm8COh7,Butere Sub County,BjC1xL40gHo,Kakamega County
78586336,xc5Gf81YH48,25831,Bululwe Dispensary,5,cYwe7Q54BbE,Marama West Ward,K7mZpm8COh7,Butere Sub County,BjC1xL40gHo,Kakamega County
78652803,MkS9EmjFm5S,25897,Boji Dispensary(Maikona Ward),5,hratVLq4Zft,Maikona Ward,j6fqt5TYqPZ,North Horr Sub County,Eey8fT4Im3y,Marsabit County
78730340,DC6muFMwz0P,25911,Mandera Nursing Home,5,dYhEFLJSRYl,Township Ward,fGr9rRvaovO,Mandera East Sub County,R6f9znhg37c,Mandera County
78737571,Xt8p5ZAfftQ,25912,MultiHealth Nursing Home,5,AEMY7F8XyZT,Elwak South Ward,qyhVIMG2rUw,Mandera South Sub County,R6f9znhg37c,Mandera County
78741676,BRy61O5u47Y,25916,Denryl Medical Clinic,5,Qc2e6oVTp0G,Kinyoro Ward,y2M16lesMsF,Saboti Sub County,mThvosEflAU,Trans Nzoia County
78742412,T47u5vckIhr,25923,Maasai Mara Medical Clinic,5,L1Lr24F5gyc,Shankoe Ward,Nb6e34jNGAq,Transmara West Sub County,kqJ83J2D72s,Narok County
78693683,KBN0Ntbu8Df,25890,Tree of life healthcare limited,5,MAdyJPs0RUr,Narok Town Ward,zGJ7QQlAMYD,Narok Central Sub County,kqJ83J2D72s,Narok County
78672602,Zx1y1e9aBfH,25875,Tree of life healthcare limited,5,MAdyJPs0RUr,Narok Town Ward,zGJ7QQlAMYD,Narok Central Sub County,kqJ83J2D72s,Narok County
55958705,OsLNNNF3nXK,23622,Aga khan Hospital Kilifi,5,M5NeUqFK6KO,Sokoni Ward,MEkEH8ZmcOU,Kilifi North Sub County,nrI2khZx3d0,Kilifi County
56121275,JzkN8KfzPzM,23666,Makomboani Dispensary,5,KOJIrVBHq0c,Kaloleni Ward,tSKDWoVKiPo,Kaloleni Sub County,nrI2khZx3d0,Kilifi County
56121379,WPytyrwQOcJ,21546,Kasemeni Dispensary,5,FzfEfKdj7p6,Kayafungo Ward,tSKDWoVKiPo,Kaloleni Sub County,nrI2khZx3d0,Kilifi County
78812039,StB4BkwOVnm,,Ropment Nduru Medical Center (Closed),5,NZLSKCRL1O0,Bogetenga Ward,WHG67QCDRS9,South Mugirango Sub County,sPkRcDvhGWA,Kisii County
78742417,Ul1WVVhfQ3k,25921,Alen Wales Lolgorian Medical Clinic,5,jhNc8UIGW4Y,Lolgorian Ward,xAl2ixfcOFU,Transmara South Sub County,kqJ83J2D72s,Narok County
78828605,SoAyRt9rGwy,25940,Bloom Dhahabu Cancer Centre,5,yXbOIljEz90,Kilimani Ward,CcTr4bcVGAG,Dagoretti North Sub County,jkG3zaihdSs,Nairobi County
78812060,OQimu36Shsb,25931,Romieva Medical Center - Etago,5,fBGAi2rHJgE,Borabu/Chitago Ward,WHG67QCDRS9,South Mugirango Sub County,sPkRcDvhGWA,Kisii County
78799813,z55q9LfRKNk,24174,RFH Health Care LTF-Embakasi Medical Clinic,5,raV5YKTRCG2,Embakasi Ward,gD4xxgDGJ4Y,Embakasi East Sub County,jkG3zaihdSs,Nairobi County
78800559,hcpJNX7CiyH,24991,Olivelink Healthcare Limited,5,raV5YKTRCG2,Embakasi Ward,gD4xxgDGJ4Y,Embakasi East Sub County,jkG3zaihdSs,Nairobi County
78800872,UWteivzfjCy,25429,Thayu Medical Clinic,5,oK2KwbL5Dzx,Bahati Ward,nwh9bXKykiS,Nakuru North Sub County,ob6SxuRcqU4,Nakuru County
78800887,wr5cMXFIE0X,24672,St. James Health Centre-Kangemi,5,HWHpeXSxVCb,Kangemi Ward,f1T0Ltob8VQ,Westlands Sub County,jkG3zaihdSs,Nairobi County
78800898,qZzpgJUd2w0,24289,Heshima Dundori Medical Clinic,5,Ff1CJ0oXLRy,Dundori Ward,nwh9bXKykiS,Nakuru North Sub County,ob6SxuRcqU4,Nakuru County
78800947,ayhFtIX1EF5,24888,Kilimani Childrens Clinic,5,yXbOIljEz90,Kilimani Ward,CcTr4bcVGAG,Dagoretti North Sub County,jkG3zaihdSs,Nairobi County
78812330,ZKA9fmjLHcF,24255,Shamaal Hospital,5,dYhEFLJSRYl,Township Ward,fGr9rRvaovO,Mandera East Sub County,R6f9znhg37c,Mandera County
78822485,b54AbjnTJEd,25937,AAR Lavington OPC,5,DnVTXbCnup5,Kileleshwa Ward,CcTr4bcVGAG,Dagoretti North Sub County,jkG3zaihdSs,Nairobi County
78828606,XNcgPqfMGhb,25941,Garden Specialist Hospital,5,yXbOIljEz90,Kilimani Ward,CcTr4bcVGAG,Dagoretti North Sub County,jkG3zaihdSs,Nairobi County
78828608,zTphAgf8m37,25942,Eye & U Opthalmic ltd,5,DnVTXbCnup5,Kileleshwa Ward,CcTr4bcVGAG,Dagoretti North Sub County,jkG3zaihdSs,Nairobi County
78828609,eaMPpnFrtJ8,25943,Nairobi Radiotherapy & Cancer Centre,5,yXbOIljEz90,Kilimani Ward,CcTr4bcVGAG,Dagoretti North Sub County,jkG3zaihdSs,Nairobi County
78830100,qVdfs89KFmA,25947,Gertrudes Children Hospital Syokimau,5,TcWlRA6LpLB,Syokimau/Mulolongo Ward,BxfsSc6Svrc,Athi River Sub County,yhCUgGcCcOo,Machakos County
78830149,DyPPciUocVr,25948,AAR Healthcare Services Syokimau Outpatient Centre,5,TcWlRA6LpLB,Syokimau/Mulolongo Ward,BxfsSc6Svrc,Athi River Sub County,yhCUgGcCcOo,Machakos County
78836012,YktzftyQ6UC,25951,Daraja Medical centre-Annex,5,IO0zXx5HVO2,Kisii Central Ward,fFh3beH29fD,Nyaribari Chache Sub County,sPkRcDvhGWA,Kisii County
57401190,u7WD0kio2li,23914,Green Gate Medical Centre,5,NQ4XWNy3RM0,Ndenderu Ward,oMaQgNIs85x,Kiambaa Sub County,qKzosKQPl6G,Kiambu County
78836086,TBLt7tU7kqR,25954,Nyamanga Nyaliande,5,SUvzbKCIzyN,Kakrao Ward,nHEr5EciFh0,Suna East Sub County,fVra3Pwta0Q,Migori County
78836602,Vs8n6qr7VSP,25956,Barkorumba Health Centre,5,SPH4pigpmjD,Kisumu North Ward,YzEDO9Mq4TR,Kisumu West Sub County,tAbBVBbueqD,Kisumu County
78836605,uEPQZnL7LW0,25957,Geta Health Centre,5,SPH4pigpmjD,Kisumu North Ward,YzEDO9Mq4TR,Kisumu West Sub County,tAbBVBbueqD,Kisumu County
78836607,ZfU05swiCF7,25958,Gombe Kokulo Health Centre,5,DP7qvMiw5Du,West Kisumu Ward,YzEDO9Mq4TR,Kisumu West Sub County,tAbBVBbueqD,Kisumu County
78836614,DU4peBOkodK,25959,Kmtc Clinic-Kisumu Campus,5,pOsTvaq49pN,Kondele Ward,OpLt8IgyHop,Kisumu Central Sub County,tAbBVBbueqD,Kisumu County
78852592,bTZTVQTA42T,25809,Nyorotis Dispensary,5,bWhvWmGfQqn,Nzoia Ward,wMv0s3U2nnG,Likuyani Sub County,BjC1xL40gHo,Kakamega County
78856772,CVdnx2QMrqs,25975,Bethesda Health Care,5,YxP90gGjD63,Kobujoi Ward,Sq2fLWnOCGg,Aldai Sub County,t0J75eHKxz5,Nandi County
78862379,aX0lxb5HPmg,25976,Mediheal Hospital Town Clinic-Nakuru,5,BA2zKL0pmeI,Biashara Ward,FBJ9Y11esHS,Nakuru East Sub County,ob6SxuRcqU4,Nakuru County
78863043,kI0mu6ddxSm,25979,Al-Amannah Hospital,5,SjGfdtwQbHd,Township Ward,uov0yFMw9Qm,Wajir East Sub County,CeLsrJOH0g9,Wajir County
78863798,LUtxr3IE2Xz,25984,Silungai Dispensary,5,oQbUJJHfsbX,Manda-shivanga Ward,ES1CWa4AJmJ,Malava Sub County,BjC1xL40gHo,Kakamega County
78867014,Qs5LUKgJVC5,25990,MAYDAY RING OF HOPE HEALTH SERVICES,5,WnuuhfEMxBf,Marachi West Ward,RIBiZFJxB1K,Butula Sub County,Tvf1zgVZ0K4,Busia County
78842142,omgVSPJzHLT,25961,Gataka Health Center,5,pp24Rb9gQ9W,Nkaimurunya Ward,BLz1HkvvMkA,Kajiado North Sub County,Hsk1YV8kHkT,Kajiado County
78876715,ePPo5XSeI5L,25999,Kijanaheri Medical Clinic (Marereni),5,EO3kbx8nZIp,Adu Ward,KMWrMZrlO5u,Magarini Sub County,nrI2khZx3d0,Kilifi County
78887363,EsCgWeVylgK,25767,Don Baldo Dispensary,5,U3N4bJZ2BL0,Makuyu Ward,l46g2PZUjoh,Muranga South Sub County,ahwTMNAJvrL,Muranga County
78890571,asspSN9u7oh,26001,Akolong Dispensary,5,OSO67hxKiUf,Ang'urai South Ward,GpEIlwz3FvT,Teso North Sub County,Tvf1zgVZ0K4,Busia County
78890592,HMBQH9GQUo5,25784,Sikawa Dispensary,5,mq1FEx5vQZ4,Keyian Ward,Nb6e34jNGAq,Transmara West Sub County,kqJ83J2D72s,Narok County
78890351,DtG2DO94MYq,22128,St. Peters Medical Centre Bulwani,5,rIwgAyjb2JZ,Elugulu Ward,RIBiZFJxB1K,Butula Sub County,Tvf1zgVZ0K4,Busia County
78862975,untvJztvNtD,25977,Funan Qumbi Dispensary,5,KKOlWI3X5nP,Uran Ward,sZjPgbWI5ra,Moyale Sub County,Eey8fT4Im3y,Marsabit County
78868185,Wzeoq48xGEY,25991,Cheptingting Dispensary,5,rWijSZrVU5U,Mogogosiek Ward,PLFoYJO8MVS,Konoin Sub County,HMNARUV2CW4,Bomet County
78862993,K25bVmp9Uw1,25978,Adadi Dispensary,5,fBMKIsnV2ZV,Obbu Ward,sZjPgbWI5ra,Moyale Sub County,Eey8fT4Im3y,Marsabit County
